||2|902 146202|black
625|466,1654,8663,11494|9|902 899 779 217 210 249 323 125 466|black
625367||5|902 899 779 810 921|black
625450||5|902 899 779 364 176|black
626||9999||white
626853||4|902 899 779 795|black
627|562,632,777|9999||white
62700409||6|902 899 779 217 298 363|black
6276263||3|902 899 779|black
6278914||9|902 899 779 217 210 249 323 125 337|black
6282851||5|902 899 779 364 176|black
629485||9|902 899 779 217 210 249 323 125 330|black
630|551,628,633,643,645,685,844,878,915|9999||white
630200||6|902 899 779 217 245 968|black
630603||6|902 899 779 217 219 286|black
631||9999||white
631216||4|902 899 779 222|black
632||9999||white
633|528,628,630,638,643,679,688,844,932|9999||white
635||9999||white
635354||4|902 899 779 810|black
6358219||9|902 899 779 217 210 249 323 125 327|black
636|528,685|9999||white
6366331||8|902 899 779 217 210 249 323 125|black
63733||10|902 899 779 217 210 249 323 125 466 180|gray
638|528,628,633,643,679,844,30684325|9999||white
638926||6|902 899 779 217 298 363|black
63966375||7|902 899 779 217 210 249 323|black
6398975||6|902 899 779 217 261 881|black
640125||7|902 899 779 217 298 363 445|black
64013||9|902 899 779 217 210 249 323 320 328|black
640330||6|902 899 779 217 245 275|black
641|528,613224|9999||white
641796||6|902 899 779 364 176 371|black
64250||5|902 899 779 364 441|black
643|630,633,638,646,673,679,681,687,692,695,704,710,824,844,1187,140326,226640,6455805,7571278|9999||white
6431633||5|902 899 779 364 912|black
6434728||5|902 899 779 810 921|black
646|643,824|9999||white
6465||9|902 899 779 217 210 249 323 125 466|black
6466512||4|902 899 779 222|black
648614||7|902 899 779 217 298 363 973|black
649|645,15259457|9999||white
650||9999||white
650370||9|902 899 779 217 210 249 323 125 937|black
651||9999||white
651034||5|902 899 779 810 921|black
651378||10|902 899 779 217 210 249 323 125 466 945|gray
6518294||6|902 899 779 217 245 494|black
652||9999||white
652068||6|902 899 779 364 176 371|black
652647||6|902 899 779 217 298 363|black
654003||6|902 899 779 217 219 286|black
654936||5|902 899 779 217 219|black
655||9|902 899 779 217 210 249 323 125 466|black
655123||10|902 899 779 217 210 249 323 125 466 945|gray
656|564,29096,2575241|9999||white
658|564,1582724,1600444|9999||white
659009||9|902 899 779 217 210 249 323 125 337|black
659030||8|902 899 779 217 210 249 323 320|black
659514||4|902 899 779 795|black
659644||6|902 899 779 217 245 494|black
659770||6|902 899 779 217 245 494|black
66010||8|902 899 779 217 210 249 323 325|black
661732||6|902 899 779 217 245 494|black
6625||9|902 899 779 217 210 249 323 125 466|black
6633277||9|902 899 779 217 210 249 323 125 937|black
663334||5|902 899 779 217 298|black
664|564,753,956,1379,22729156|9999||white
664228||7|902 899 779 217 298 363 445|black
665060||6|902 899 779 217 298 363|black
66556||9|902 899 779 217 210 249 323 125 937|black
666||9999||white
666389||9|902 899 779 217 210 249 323 125 337|black
66644||4|902 899 779 364|black
667|278,564,565,566,770,1379,1433|9999||white
667032||6|902 899 779 217 210 249|black
667075||6|902 899 779 217 245 494|black
667278||6|902 899 779 217 261 881|black
667750||6|902 899 779 217 261 881|black
669||9999||white
669532||6|902 899 779 217 209 239|black
670|564,567,668,755,770,803,956,13143,1811666|9999||white
670352||6|902 899 779 364 176 371|black
670611||6|902 899 779 217 245 273|black
670646||7|902 899 779 810 921 917 897|black
670649||6|902 899 779 364 176 371|black
671|134,599,1009,52054,71994,721017,727501,850015,1132137,1264953|9999||white
67126980||7|902 899 779 217 210 249 323|black
672884||6|902 899 779 217 209 504|black
673||9999||white
674097||6|902 899 779 217 209 504|black
674468||6|902 899 779 217 245 505|black
674719||9|902 899 779 217 210 249 323 125 937|black
675186||6|902 899 779 217 261 881|black
675201||7|902 899 779 810 921 917 897|black
676500||6|902 899 779 217 261 881|black
677206||9|902 899 779 217 210 249 323 125 466|black
677432||5|902 899 779 810 921|black
678|528,551,683,685|9999||white
679|633,638,643,824,932,962,1028|9999||white
679295||5|902 899 779 217 245|black
681|643,695|9999||white
681715||6|902 899 779 217 245 505|black
6818009||4|902 899 779 364|black
683|528,678,685,699|9999||white
683458||6|902 899 779 217 209 504|black
684143||6|902 899 779 217 209 239|black
685|528,551,628,630,636,645,678,683,686,852,993,3940889|9999||white
686||9999||white
686925||5|902 899 779 217 219|black
687||9999||white
687650||4|902 899 779 217|black
687969||6|902 899 779 217 209 504|black
688||9999||white
688900||4|902 899 779 795|black
689|562,564,991|9999||white
689934||6|902 899 779 217 298 363|black
691|101,170,175,788,802,806,809,812,819,829,830,850,863,866,870,877,894,914,963,976,981,1048,1105,2712,227045,10512137|5|902 899 779 217 170|black
692||9999||white
693133||6|902 899 779 217 261 881|black
693550||6|902 899 779 217 261 881|black
694122||6|902 899 779 217 219 286|black
695|643,681,710,824,2706394|9999||white
696|520,732112,893581,996972,1035710,16665628|9999||white
696398||6|902 899 779 217 170 806|black
697|101,773,825,937,957,1371,2429,8490,15720,17853,316860,727728,851964,1220626,1276497,1300029,1464363|9|902 899 779 217 210 249 323 125 937|black
699||9999||white
699157||7|902 899 779 810 921 917 897|black
6995573||9|902 899 779 217 210 249 323 320 328|black
700|704,824|9999||white
700632||6|902 899 779 810 921 917|black
702|562,991|9999||white
702249||5|902 899 779 217 334|black
703|359,720,721|9999||white
704|643,700,706,709,719,824|9999||white
705|182,120381,1300233,1329516,2259565|9999||white
705940||6|902 899 779 217 261 881|black
706||9999||white
707|312,5159|9999||white
707391||9|902 899 779 217 210 249 323 125 466|black
709||9999||white
709519||6|902 899 779 217 209 239|black
709684||4|902 899 779 810|black
709856||6|902 899 779 217 170 173|black
710|643,695,1030,1152|9999||white
710076||6|902 899 779 217 261 881|black
711619||6|902 899 779 217 245 494|black
712|520,121461,690118|9999||white
713||5|902 899 779 217 245|black
714105||9|902 899 779 217 210 249 323 125 337|black
715||9999||white
716||9999||white
717|520,1636447,2498838|9999||white
718||9999||white
718420||6|902 899 779 217 245 505|black
719|704,85593067|9999||white
720|703,721,1659226,6311229,7357573|9999||white
72054||5|902 899 779 217 219|black
723||9999||white
724||9999||white
725|726,728,737,781,818,827,833,836,187602,215191,827039,3199665|9999||white
7251303||4|902 899 779 810|black
7255438||7|902 899 779 810 921 917 903|black
726|725,836,98582,730886,825690,914271,1082522,2668803,3282931|9999||white
726568||6|902 899 779 217 298 363|black
727|644,47708,117669,118956,123416,123705,124387,129686,145478,163867,182376,436219,438512,493263,502943,545524,567203,567619,568966,584691,606394,667181,689250,689703,696344,715594,760093,787895,834086,840908,860180,861815,869737,933217,951190,976765,988009,1026134,1041801,1089613,1091107,1124705,1221422,1222355,1252841,1291583,1362177,1471894,1526839,1529502,1531056,1549185,1552025,1594927,1601009,1673779,1676211,1678483,1690882,1723653,1732162,1752563,1778966,1782851,1812203,1898294,1930038,1937894,1942129,1943121,1951555,1959446,1983926,1998150,2014626,2068533,2073385,2074006,2100450,2102346,2142483,2144002,2163330,2164043,2223332,2247272,2271728,2316561,2320478,2352752,2383324,2421683,2523170,2562652,2636647,2738804,2796919,2897593,2918732,2920471,2944313,2949885,2981370,3052403,3069095,3130631,3168315,3309083,3334276,3387098,3471122,3609624,3848856,3911949,4100848,4558233,4901403,4930273,4940858,5115626,5116795,5192045,5375380,5442105,5614016,5638437,5732688,5842143,5843107,6198976,6372004,6391206,6468169,6995811,7267715,7541136,7673457,8231118,8628591,8776831,8835544,9828852,9898896,10035878,10178934,10297890,10389268,10726398,10841524,10920501,10972250,11615909,11639535,11940396,14787745,15128344,15858696,15887503,15996751,16296266,17448290,19016356,19549454,19584223,20061673,20370448,21643217,23393932,23674200,24274319,24310720,24498646,24524406,26789051,27167414,27454499,27637855,29294595,30463348,32537729,32716728,36606579,39001736,41697370,48121657,54330342,59325616|9999||white
727414||8|902 899 779 217 210 249 323 320|black
727447||5|902 899 779 217 245|black
727728||10|902 899 779 217 210 249 323 125 937 697|gray
728||9999||white
7282158||6|902 899 779 217 245 968|black
729494||9|902 899 779 217 210 249 323 125 337|black
730||9999||white
730441||5|902 899 779 364 912|black
730603||5|902 899 779 364 441|black
730730||6|902 899 779 217 245 494|black
731||9999||white
73131||9|902 899 779 217 210 249 323 125 466|black
731746||6|902 899 779 217 261 881|black
734||9999||white
734201||6|902 899 779 217 245 494|black
735|644,106242,126561,549126,691450,797458,805367,942076,945994,1067247,1107772,1300440,1354254,1449395,1648695,1689569,1752090,1836924,1914106,2030045,2081409,2100451,2145216,2146691,2173390,2190329,2220445,2231544,2296802,2303853,2310657,2351218,2367771,2495901,2536767,2559778,2592825,2648663,2651153,2686438,2734031,2735492,2737457,2778553,2834425,2861810,2936602,3068626,3191480,3199570,3279992,3287983,3448807,3458668,3504083,3783978,3784109,3805916,3898644,3920074,4018874,4045243,4393349,4394721,4412845,4574734,4818179,4975326,5171850,5205850,5405703,5610017,7621591,7990185,9332169,10034087,10136781,13533854,15825499,18453826,20377586,25462869,25546095,26098133,35164106,51081597,52789130,61993813,69746872|9999||white
735047||9|902 899 779 217 210 249 323 125 937|black
7357932||10|902 899 779 217 210 249 323 125 466 180|gray
736||10|902 899 779 217 210 249 323 125 330 377|gray
736186||6|902 899 779 217 261 881|black
736412||4|902 899 779 364|black
736416||6|902 899 779 217 245 494|black
736598||5|902 899 779 364 176|black
737||9999||white
738||9999||white
739||9999||white
740||9999||white
740935||6|902 899 779 217 261 881|black
741||9999||white
741252||6|902 899 779 217 298 363|black
741652||6|902 899 779 217 219 286|black
742348||5|902 899 779 364 176|black
7425594||6|902 899 779 217 170 202|black
7426473||6|902 899 779 217 170 202|black
7431230||6|902 899 779 217 298 444|black
743415||7|902 899 779 217 298 363 445|black
743712||4|902 899 779 364|black
744|15436058,61584220,81936154,103797966,104968895,108843273,113180667,113460162,113567903|9999||white
744141||6|902 899 779 217 298 363|black
745||9999||white
745982||6|902 899 779 217 261 881|black
746||9999||white
747||9999||white
748||9999||white
7482||5|902 899 779 364 176|black
749||9999||white
750|398,751|9999||white
750492||6|902 899 779 217 298 444|black
75053||7|902 899 779 364 912 484 569|black
750539||7|902 899 779 217 210 249 165|black
751|396,750,760|9999||white
751053||4|902 899 779 810|black
752|562,579,606,663|9999||white
75256||10|902 899 779 217 210 249 323 125 330 331|gray
7526062||9|902 899 779 217 210 249 323 125 937|black
753||9999||white
753005||4|902 899 779 810|black
755|564,670|9999||white
7566539||3|902 899 779|black
757026||6|902 899 779 217 170 349|black
7578558||4|902 899 779 217|black
758|101,1680632|9999||white
75923||9|902 899 779 217 210 249 323 125 937|black
759926||6|902 899 779 217 298 363|black
760|398,736,751|9999||white
7601473||6|902 899 779 217 245 505|black
761|562,763,764,991|9999||white
761043||7|902 899 779 217 298 363 445|black
76186||9|902 899 779 217 210 249 323 125 937|black
762||9999||white
763||9999||white
764||9999||white
765|644,1196,1197,1198,1199,1201,1202,1203,1204,1209,1210,1214,1230,1233,1234,1249,1255,1265,1266,1273,1311,1312,1317,1336,1347,1358,1367,1372,1391,1424,1434,1470,1510,1623,1625,1641,1647,1657,1667,1747,2255,308438,611643,768747,1032638,1211377,1509523,1680039,1685017,2678222,2789150,2840613,3029121,3587443,3646002,3910282,6308972,6354394,7241047,7653251,8504793,13128200,13293325,15565978,17905874,23237589,31250988,32075044,37771348,44198302,50414896,50495739,66960280,71196469,74167822,76254089,79117254,87219675,87555735,89998176,95093209,97959610,107604278,109573730,111988512,112609328,113503650,114236112|9999||white
766||7|902 899 779 364 912 484 542|black
7661377||9|902 899 779 217 210 249 323 125 337|black
768|1006,1111,1117,851260,1174536,1177260,1343329,6095574|9999||white
7692977||4|902 899 779 364|black
770|564,565,566,667,670,1379|9999||white
773|697,31143389|10|902 899 779 217 210 249 323 125 937 697|gray
7731||6|902 899 779 217 170 349|black
773482||6|902 899 779 217 298 363|black
773624||7|902 899 779 217 298 363 445|black
774598||7|902 899 779 217 210 249 165|black
775||9999||white
775194||4|902 899 779 364|black
77556||9|902 899 779 217 210 249 323 125 937|black
776|783,784,785,848|9999||white
77607||6|902 899 779 217 170 349|black
777|562,591,627,1009|9999||white
777200||6|902 899 779 364 912 484|black
777894||4|902 899 779 222|black
7780929||6|902 899 779 217 210 249|black
778213||6|902 899 779 217 170 173|black
7788840||7|902 899 779 364 912 484 569|black
779|217,220,222,299,302,342,364,780,793,795,810,865,899,929,980,1158,2376,2715,11055,21481,21806,22001,22388,419260,1904905,3745539,4252622,4884264,6276263,7566539,23269174|2|902 899|black
780|217,779,810,2358,2376,2389,2483,2495,2610,2865,11055,1885993|3|902 899 779|black
781||9999||white
781140||5|902 899 779 364 176|black
781849||6|902 899 779 217 261 881|black
7827083||4|902 899 779 364|black
783||9999||white
783751||5|902 899 779 217 245|black
784|776,797|9999||white
784406||8|902 899 779 217 170 349 388 408|black
785||9999||white
786||9999||white
786196||6|902 899 779 217 298 363|black
788|691,809,963|6|902 899 779 217 170 691|black
790||9999||white
790691||7|902 899 779 364 912 484 569|black
790706||6|902 899 779 217 219 286|black
791838||7|902 899 779 364 912 484 569|black
792|181,14735280|9999||white
792842||7|902 899 779 810 921 917 903|black
793||3|902 899 779|black
793107||4|902 899 779 222|black
793303||6|902 899 779 217 261 881|black
794||9999||white
7943675||6|902 899 779 217 298 363|black
795|779,21481,270499,463291,626853,659514,688900,841886,941383,1880004,2643869,4190416,16381622,22596326,22901386|3|902 899 779|black
795739||6|902 899 779 217 261 881|black
796||9999||white
7963624||6|902 899 779 364 176 371|black
797||9999||white
798549||6|902 899 779 217 261 881|black
798985||5|902 899 779 364 176|black
799|101,801,900,93058,2004785,2039585,2841419|9999||white
801|799,1207451|9999||white
802|691,1066,1077|6|902 899 779 217 170 691|black
802505||7|902 899 779 810 921 917 897|black
802823||5|902 899 779 364 176|black
803||9999||white
80300||5|902 899 779 217 219|black
8031939||6|902 899 779 810 921 917|black
8037987||5|902 899 779 302 311|black
804||9999||white
805409||6|902 899 779 217 261 881|black
806|101,168,170,175,204,341,691,809,1105,1130,1851,423341,457566,696398,1116272,1476577,1706379,2005968,2799290,13176585|5|902 899 779 217 170|black
807|101,168,170,175,204|5|902 899 779 217 170|black
807403||6|902 899 779 217 261 881|black
807688||6|902 899 779 217 261 881|black
808||9999||white
809|101,691,788,806,812,857,984,1105,1109,1330|6|902 899 779 217 170 691|black
809173||6|902 899 779 364 912 484|black
80960||6|902 899 779 217 219 286|black
80988||6|902 899 779 217 219 286|black
810|779,780,865,869,921,1189,1393,1907,2170,2245,2247,2424,2715,12113,23506,53713,93738,127006,127479,191989,252514,307766,378468,380655,383523,501080,549555,635354,709684,751053,753005,857812,956337,1091084,1211867,1278529,1403994,1411149,1494896,1551814,1687170,1697255,1712621,1722093,1893571,1941526,2239124,2438288,2769393,3132678,3640534,4056730,4283922,4741688,5273075,5273507,7251303,9063579,10528360,15769809,16112004|3|902 899 779|black
811||9999||white
81194||6|902 899 779 217 219 286|black
812|691,809,815,816,858,928,1151,1380|6|902 899 779 217 170 691|black
813714||7|902 899 779 217 210 249 165|black
814||9999||white
815|812,928|7|902 899 779 217 170 691 812|black
81536||7|902 899 779 810 921 917 897|black
816||7|902 899 779 217 170 691 812|black
817|191,820,854,1076,1200,2365,11320,24269,30517,38443,55010,55025,55091,65073,67732,90969,96206,133021,145348,146442,154670,163417,189169,202184,238759,250690,315459,353568,451209,465031,509537,718494,759432,827923,902392,905357,919148,950791,955386,1029913,1045856,1052754,1322837,1359739,1440850,1484026,1500625,1567757,1585497,1603577,1807284,1826271,1871523,1958820,2096678,3065980,5113440,6209439,7013334|9999||white
818||9999||white
819||6|902 899 779 217 170 691|black
820||9999||white
821||9999||white
822||9999||white
824|643,646,679,695,700,704,723,157353,639011,1129257,3262617,26396421,75936871|9999||white
824357||6|902 899 779 217 245 505|black
824974||8|902 899 779 217 210 249 323 325|black
825|697,30646,31994,183170,189801,193498,2430918|10|902 899 779 217 210 249 323 125 937 697|gray
826||9999||white
826223||6|902 899 779 217 261 881|black
827|725,687831,827039,1793876,4529301|9999||white
827017||6|902 899 779 217 245 494|black
827565||7|902 899 779 364 912 484 569|black
828189||6|902 899 779 217 245 494|black
828269||7|902 899 779 217 210 249 165|black
829|691,830|6|902 899 779 217 170 691|black
830|188,691,829,986,12731516|6|902 899 779 217 170 691|black
83038||7|902 899 779 364 912 484 542|black
830632||6|902 899 779 364 176 371|black
830836||6|902 899 779 217 261 881|black
831||9999||white
832|182,1415193|9999||white
833||9999||white
833928||6|902 899 779 810 921 939|black
834662||6|902 899 779 217 245 494|black
836|725,726|9999||white
837||9999||white
8375131||5|902 899 779 810 921|black
8375394||6|902 899 779 217 261 881|black
838||9999||white
838565||4|902 899 779 364|black
839|101,41474,84918|9999||white
839874||6|902 899 779 364 176 371|black
840118||6|902 899 779 217 245 494|black
841||9999||white
841886||4|902 899 779 795|black
8429106||10|902 899 779 217 210 249 323 125 330 377|gray
842999||6|902 899 779 217 245 494|black
843928||4|902 899 779 364|black
844|628,630,633,638,643,589279|9999||white
844782||9|902 899 779 217 210 249 323 125 321|black
844811||8|902 899 779 217 210 249 323 325|black
845|644,339607,1307837,10240885|9999||white
846||9999||white
846815||5|902 899 779 217 245|black
847|528,551|9999||white
848||9999||white
848717||6|902 899 779 364 912 484|black
849||9999||white
8490||6|902 899 779 364 176 371|black
850|691,366504,580826,21332942|6|902 899 779 217 170 691|black
850038||6|902 899 779 217 261 881|black
851|644,496292|9999||white
851964||10|902 899 779 217 210 249 323 125 937 697|gray
852|685,3811684|9999||white
853|175,1121,1254|9999||white
854|562,817|9999||white
856|101,180,466,937,2429,190676,929814|9|902 899 779 217 210 249 323 125 466|black
856719||9|902 899 779 217 210 249 323 125 337|black
857||7|902 899 779 217 170 691 809|black
857198||9|902 899 779 217 210 249 323 125 337|black
857536||7|902 899 779 217 170 691 870|black
857773||9|902 899 779 217 210 249 323 125 337|black
857812||4|902 899 779 810|black
858||7|902 899 779 217 170 691 812|black
859|101,1270,1382,8768,8783,49095,220055,346352,581912,626656,627361,814943,1095354,1777584,1833973,2570776,4281377,4382784,47068946|9999||white
859336||9|902 899 779 217 210 249 323 125 337|black
85995||6|902 899 779 217 209 239|black
860021||6|902 899 779 217 245 494|black
860609||6|902 899 779 810 921 917|black
860855||9|902 899 779 217 210 249 323 125 337|black
863|691,914|6|902 899 779 217 170 691|black
864744||6|902 899 779 217 170 168|black
865||3|902 899 779|black
865416||6|902 899 779 217 261 881|black
866|691,2643876|6|902 899 779 217 170 691|black
8663||9|902 899 779 217 210 249 323 125 466|black
868|101,1028297|9999||white
868688||6|902 899 779 217 261 881|black
869||4|902 899 779 810|black
869448||7|902 899 779 810 921 917 897|black
870|691,857536|6|902 899 779 217 170 691|black
871||9999||white
871209||7|902 899 779 217 298 363 445|black
871527||9|902 899 779 217 210 249 323 125 337|black
871812||10|902 899 779 217 210 249 323 125 330 377|gray
872||5|902 899 779 217 261|black
873|261,3728616|5|902 899 779 217 261|black
87334||6|902 899 779 810 921 943|black
874||4|902 899 779 217|black
875||5|902 899 779 217 261|black
876|217,261,879,881,1002,1022,200728,475106,15216102,15903714|4|902 899 779 217|black
876876||6|902 899 779 810 921 924|black
877||6|902 899 779 217 170 691|black
877619||8|902 899 779 217 210 249 323 325|black
877998||9|902 899 779 217 210 249 323 125 937|black
878|528,630|9999||white
879|217,261,876,881,1002,1022,35214491|4|902 899 779 217|black
8790025||4|902 899 779 364|black
879634||10|902 899 779 217 210 249 323 125 466 180|gray
880|443,969,970,971,975,1005,1010,1027,1049,502042,996801,997247,16114385,20433206,25123443,25487033|9999||white
8809036||10|902 899 779 217 210 249 323 125 466 945|gray
881|261,363,876,879,1002,1004,1018,1021,1022,1023,95631,200728,222845,236563,248505,293164,361345,382042,425144,450986,463666,471092,512269,532511,545560,549016,555020,558007,570290,575588,586242,608962,667278,667750,675186,676500,693133,693550,705940,710076,731746,736186,740935,745982,781849,793107,793303,795739,798549,805409,807403,807688,826223,830836,850038,865416,868688,924191,930112,930838,965264,982925,1021430,1105813,1152095,1156110,1198699,1211003,1237900,1268057,1278654,1311561,1320717,1371762,1372949,1455193,1476182,1478269,1496762,1517463,1524520,1556782,1616186,1622435,1660225,1700463,1713525,1975707,2144648,2223512,2387423,2699557,3371279,3905279,4335047,6061737,6398975,8375394,12773296,13232431,13291796,13319534,15718244,15719227,15827855,15903714,15914545,16024995,16674712,17727941,22505527,22540195,22600952,34724416,35214491,55135728|5|902 899 779 217 261|black
882|883,910,104058,267328,391614,563584,611770,656193,713249,751085,761423,846740,863047,1011322,1044014,1178520,1331015,1374825,1445327,1487946,1593566,1612858,1776871,1788695,1922513,1993239,2197985,2380648,2765065,3232766,5085437,5238548,13386523,23062972,24090279|9999||white
883||9999||white
88390||6|902 899 779 217 210 249|black
8839591||7|902 899 779 810 921 917 952|black
886884||9|902 899 779 217 210 249 323 125 337|black
887|891,1776871|9999||white
887918||6|902 899 779 364 176 371|black
888||9999||white
889||9999||white
889258||9|902 899 779 217 210 249 323 125 937|black
890|889,5857,5885,18127,36620,132496,138690,317529,527937,572578,689007,802440,854447,858247,919980,1122896,1151643,1392759,1439701,1569960,1601027,1667439,1975660,2039985,3469270,3997904,7212908|9999||white
891||9999||white
892|606,37298129|9999||white
894||6|902 899 779 217 170 691|black
8946||6|902 899 779 217 170 349|black
895|233,261|5|902 899 779 217 233|black
896||9999||white
896075||6|902 899 779 217 298 363|black
896082||9|902 899 779 217 210 249 323 125 337|black
897|865,917,1189,1194,1393,17895,44510,55755,81536,124269,162814,186545,213087,285327,286141,303235,310664,314548,337659,345713,370442,387093,432810,449512,462659,463373,472113,484360,491612,523349,561416,648614,670646,675201,699157,802505,869448,1044265,1275000,1301440,1311523,1314868,1325592,1349590,1501861,1965910,1977633,2370014,2846978,2992790,9187744,13219604,22317731,27164692|6|902 899 779 810 921 917|black
89795||9|902 899 779 217 210 249 323 125 937|black
898|261,990,1037,1060,1624288|5|902 899 779 217 261|black
899|779,902,150120,2088163|1|902|black
8996||10|902 899 779 217 210 249 323 125 466 180|gray
900||9999||white
901361||6|902 899 779 810 921 943|black
902|899,146202,147070,147116,150069,150120,1468313,4864561|0||black
903|865,917,1189,1218,1393,1846,565157,792842,1095604,1127682,1139086,4059552,5273075,5273507,6434728,7255438,8031939,9612987,16112004|6|902 899 779 810 921 917|black
904||9999||white
905458||4|902 899 779 364|black
9063579||4|902 899 779 810|black
907792||10|902 899 779 217 210 249 323 125 466 180|gray
908|1081,1082,1085,1095,1125,1154,1156,1173,1181,1260,1469125|9999||white
9095305||9|902 899 779 217 210 249 323 125 466|black
910|882,24090279|9999||white
911045||9|902 899 779 217 210 249 323 125 937|black
912|364,484,544,730441,1243206,6431633,23010761|4|902 899 779 364|black
912962||7|902 899 779 217 298 363 445|black
913030||5|902 899 779 364 176|black
9136||9|902 899 779 217 210 249 323 125 330|black
914|691,863|6|902 899 779 217 170 691|black
914040||7|902 899 779 217 298 363 445|black
915||9999||white
9152205||6|902 899 779 217 298 363|black
917|865,897,903,921,952,954,1026,1189,1218,1393,1705,1890,2245,2247,2314,13317,53713,114726,192071,211137,396939,414909,426705,437392,498948,556637,560238,571890,580465,589042,651034,700632,753005,860609,990061,1176415,2503784,3421193,5273075,5273507,6183424,6434728,8031939,10890363,14011558,15434670,16112004,17839005|5|902 899 779 810 921|black
91770||5|902 899 779 217 170|black
9187744||7|902 899 779 810 921 917 897|black
918831||8|902 899 779 217 210 249 323 125|black
9193903||5|902 899 779 810 921|black
92091||6|902 899 779 217 170 349|black
921|810,865,917,924,925,938,939,940,942,943,950,1069,1189,1546,2237,2245,2247,2424,2927,3620,53713,252514,397404,398054,426705,560124,625367,651034,677432,709684,751053,753005,1013289,1087914,1160187,1203365,1284480,1478686,1554071,1622860,2009217,3603155,4056730,4059397,4977320,5273075,5273507,5346668,6434728,8375131,9193903,13497929,16112004,18708240,22837941|4|902 899 779 810|black
922|951,960,995,1034,1090,266176,1165253,2621429|9999||white
923|947,996069,1165253,3695085,3736003,3973657,14061430,17936227,21186518|9999||white
924|921,18813,104096,168008,193082,245272,494074,502476,876876,1594776,1651415,1831109,3706030,13077719,14793607,18396235,22273275,22432810,25521907|5|902 899 779 810 921|black
924191||6|902 899 779 217 261 881|black
925||5|902 899 779 810 921|black
927363||9|902 899 779 217 210 249 323 125 337|black
928|812,815|7|902 899 779 217 170 691 812|black
928000||5|902 899 779 364 176|black
929||3|902 899 779|black
929018||9|902 899 779 217 210 249 323 125 466|black
929814||9|902 899 779 217 210 249 323 125 937|black
930107||9|902 899 779 217 210 249 323 125 937|black
930112||6|902 899 779 217 261 881|black
930165||10|902 899 779 217 210 249 323 125 466 180|gray
930838||6|902 899 779 217 261 881|black
932|633,679|9999||white
93265||8|902 899 779 217 210 249 323 320|black
9359272||9|902 899 779 217 210 249 323 125 937|black
936|713782,4195197|9999||white
93647||10|902 899 779 217 210 249 323 125 466 180|gray
9364737||4|902 899 779 364|black
937|101,125,180,325,447,466,697,856,1134,1443,1742,1938,2190,2429,2586,8490,17853,18531,21359,23359,23727,24137,25001,25814,29283,37880,42395,61528,66556,75923,76186,77556,89795,157454,177311,189547,296500,309831,353156,443840,529397,607353,650370,674719,735047,877998,889258,911045,929814,930107,937836,1097385,1133558,1138250,1144746,1310167,1593754,1670732,1852088,1942269,2030528,2153990,2157219,2220190,2222869,2520792,2672286,3375665,4250166,4438582,4774454,6633277,7526062,9359272,14476676|8|902 899 779 217 210 249 323 125|black
93738||4|902 899 779 810|black
937836||9|902 899 779 217 210 249 323 125 937|black
938|921,940|5|902 899 779 810 921|black
938247||5|902 899 779 217 298|black
9387936||4|902 899 779 364|black
939|921,525190,833928,5346668|5|902 899 779 810 921|black
940|921,938,942|5|902 899 779 810 921|black
940952||6|902 899 779 364 912 484|black
941|575,935|9999||white
941383||4|902 899 779 795|black
942|921,940|5|902 899 779 810 921|black
943|921,87334,311794,312021,315650,420645,435922,444402,491279,901361,2310408,2527167,3182670,4017376,5273075,5273507,8375131,13497929|5|902 899 779 810 921|black
945|180,466,11494,32751,178940,193253,275834,336208,347218,419170,445116,457116,518295,519810,651378,655123,929018,930165,1038961,1366985,1387439,1619934,1856349,2026974,2092243,2344031,2432642,2610668,2820427,3822499,4260338,4431679,8809036,9511271,11161064|9|902 899 779 217 210 249 323 125 466|black
945200||6|902 899 779 217 298 363|black
946|575,953|9999||white
947412||9|902 899 779 217 210 249 323 125 337|black
948|217,261,1292758|4|902 899 779 217|black
950|921,560124,1203365,1773890|5|902 899 779 810 921|black
950378||10|902 899 779 217 210 249 323 125 466 180|gray
951||9999||white
9511271||10|902 899 779 217 210 249 323 125 466 945|gray
952|917,114726,192071,1176415,3171315,3385997,3421193,4556475,6183424,8839591,10890363|6|902 899 779 810 921 917|black
953||9999||white
953146||9|902 899 779 217 210 249 323 125 337|black
954||6|902 899 779 810 921 917|black
955|954,865953,927683,1731831,17748544|9999||white
956|664,670|9999||white
95631||6|902 899 779 217 261 881|black
956337||4|902 899 779 810|black
957|101,697,1007,8490,15720|10|902 899 779 217 210 249 323 125 937 697|gray
9573889||7|902 899 779 217 170 349 113|black
958797||6|902 899 779 217 298 363|black
960||9999||white
9612987||7|902 899 779 810 921 917 903|black
962||9999||white
963|691,788|6|902 899 779 217 170 691|black
963059||4|902 899 779 364|black
964039||9|902 899 779 217 210 249 323 125 337|black
964262||6|902 899 779 217 245 505|black
965||9999||white
965264||6|902 899 779 217 261 881|black
966|37452,221165,258643,268709,324699,331532,381005,775194,1240188,1742765,2324670,3938430,5951594,9982594,14222351,18695274,19824509,26419364|9999||white
967||9|902 899 779 217 210 249 323 125 466|black
968|245,47977,189678,594156,630200,1004912,7282158,11924358|5|902 899 779 217 245|black
969|880,1049|9999||white
969816||8|902 899 779 217 210 249 323 325|black
970||9999||white
9709942||9|902 899 779 217 210 249 323 125 466|black
971||9999||white
971648||9|902 899 779 217 210 249 323 320 328|black
