||2|902 146202|black
1947||10|902 899 779 217 210 249 323 125 466 180|gray
19476451||5|902 899 779 364 176|black
196||9999||white
196231||8|902 899 779 217 170 349 388 408|black
196256||4|902 899 779 364|black
1965910||7|902 899 779 810 921 917 897|black
1967653||6|902 899 779 217 245 494|black
197|191,497,611,841,870437,3034834,3105270,4777206|9999||white
1975707||6|902 899 779 217 261 881|black
1976390||6|902 899 779 217 298 363|black
1976615||4|902 899 779 364|black
1977633||7|902 899 779 810 921 917 897|black
1981919||6|902 899 779 217 219 286|black
1984358||9|902 899 779 217 210 249 323 125 466|black
198692||6|902 899 779 217 170 173|black
1992195||9|902 899 779 217 210 249 323 125 466|black
2005929||4|902 899 779 364|black
2005968||6|902 899 779 217 170 806|black
200728||4|902 899 779 222|black
2009217||5|902 899 779 810 921|black
2016374||7|902 899 779 217 298 363 445|black
202|170,323184,333453,2389037,2530422,2801851,3194904,3297306,5973193,6092663,7425594,7426473|5|902 899 779 217 170|black
2022236||4|902 899 779 364|black
2022418||9|902 899 779 217 210 249 323 125 466|black
2026974||10|902 899 779 217 210 249 323 125 466 180|gray
202990||7|902 899 779 217 210 249 165|black
203|1325,2568166|9999||white
2030528||9|902 899 779 217 210 249 323 125 937|black
20336138||6|902 899 779 217 219 286|black
204||5|902 899 779 217 170|black
2040453||4|902 899 779 364|black
2045891||7|902 899 779 217 298 363 973|black
204824||7|902 899 779 217 209 239 244|black
205||9999||white
2052483||4|902 899 779 217|black
20526||9|902 899 779 217 210 249 323 125 466|black
206906||8|902 899 779 217 210 249 323 125|black
2070592||4|902 899 779 222|black
208|304,309,312,512,513,2334774|9999||white
20820423||7|902 899 779 364 912 484 569|black
20828||9|902 899 779 217 210 249 323 125 466|black
2084139||7|902 899 779 217 210 249 165|black
2088163||2|902 899|black
209|101,114,168,170,175,204,210,211,215,216,217,228,230,234,238,239,349,504,1129337|4|902 899 779 217|black
2092243||10|902 899 779 217 210 249 323 125 466 945|gray
209758||6|902 899 779 217 219 286|black
210|101,114,168,170,175,204,209,211,215,216,217,228,230,234,238,239,249,295,349,508,534,30831,246262,422926,423341,525619,1129337,1891760|4|902 899 779 217|black
2100578||6|902 899 779 217 245 494|black
211|209,210,215,217,219,220,225,228,230,233,234,238,245,261,288,342,461|4|902 899 779 217|black
211137||6|902 899 779 810 921 917|black
211285||6|902 899 779 217 219 286|black
2120140||5|902 899 779 217 334|black
2120585||6|902 899 779 217 245 273|black
212586||10|902 899 779 217 210 249 323 125 466 180|gray
2129911||5|902 899 779 217 261|black
213087||7|902 899 779 810 921 917 897|black
21312971||5|902 899 779 364 176|black
2132052||10|902 899 779 217 210 249 323 125 466 180|gray
21332942||7|902 899 779 217 170 691 850|black
21359||8|902 899 779 217 210 249 323 125|black
214058||6|902 899 779 217 298 363|black
214187||6|902 899 779 364 912 484|black
2144648||6|902 899 779 217 261 881|black
21481||3|902 899 779|black
215|209,210,211,217,223,230,387,389,1800,2677727,19208202,32850507|4|902 899 779 217|black
2153990||8|902 899 779 217 210 249 323 325|black
2157219||9|902 899 779 217 210 249 323 125 937|black
216|209,210|5|902 899 779 217 209|black
21647025||6|902 899 779 217 219 286|black
2167080||7|902 899 779 217 170 349 113|black
2168191||5|902 899 779 217 219|black
217|170,209,210,211,215,219,220,222,225,228,230,233,234,237,238,245,261,288,298,299,302,305,310,334,342,346,779,780,874,876,879,948,980,987,1002,1012,22388,687650,2052483,3012799,3745539,7578558,18173663|3|902 899 779|black
2170||4|902 899 779 810|black
21721||8|902 899 779 217 210 249 323 325|black
217342||9|902 899 779 217 210 249 323 125 337|black
21736787||5|902 899 779 217 245|black
218|205,509,3046425|9999||white
21806||3|902 899 779|black
219|211,217,220,234,245,286,288,45672,48867,72054,80300,252921,316133,408599,428410,432600,436923,453755,465264,471267,488082,499958,511287,654936,686925,1465791,1723317,1829782,2168191,2461568,3694838,11850636,15979481|4|902 899 779 217|black
2190||9|902 899 779 217 210 249 323 125 937|black
219824||9|902 899 779 217 210 249 323 125 330|black
220|211,217,219,222,225,233,234,237,245,261,288,342,779|3|902 899 779|black
22001||3|902 899 779|black
22016441||6|902 899 779 217 170 173|black
2209674||6|902 899 779 217 209 239|black
222|170,217,220,233,261,298,299,302,334,342,548,779,874,980,987,22388,200728,227862,329963,444423,631216,777894,793107,1024174,1211003,1475118,2070592,3745539,5564172,6466512,7578558,16640016|3|902 899 779|black
2220190||9|902 899 779 217 210 249 323 125 937|black
2222869||9|902 899 779 217 210 249 323 125 937|black
2223052||8|902 899 779 217 210 249 323 325|black
2223512||6|902 899 779 217 261 881|black
22273275||6|902 899 779 810 921 924|black
222845||6|902 899 779 217 261 881|black
223||5|902 899 779 217 215|black
22317731||7|902 899 779 810 921 917 897|black
2237||5|902 899 779 810 921|black
2238010||5|902 899 779 364 176|black
22388||3|902 899 779|black
2239124||4|902 899 779 810|black
2241473||6|902 899 779 364 176 371|black
22432810||6|902 899 779 810 921 924|black
224446||9|902 899 779 217 210 249 323 125 466|black
2245||4|902 899 779 810|black
2246304||7|902 899 779 217 298 363 973|black
2247||4|902 899 779 810|black
225|211,217,220,230,234|4|902 899 779 217|black
22505527||6|902 899 779 217 261 881|black
22508||5|902 899 779 364 176|black
22540195||6|902 899 779 217 261 881|black
225508||5|902 899 779 364 176|black
2255890||8|902 899 779 217 210 249 323 125|black
22583409||6|902 899 779 217 298 363|black
2259385||5|902 899 779 364 176|black
22596326||4|902 899 779 795|black
22600952||6|902 899 779 217 261 881|black
22683713||5|902 899 779 217 261|black
227045||6|902 899 779 217 170 691|black
227199||6|902 899 779 217 170 349|black
227257||6|902 899 779 217 298 363|black
22761139||7|902 899 779 217 170 349 354|black
22764078||10|902 899 779 217 210 249 323 125 339 358|gray
227862||4|902 899 779 222|black
228|209,210,211,217,234,238|4|902 899 779 217|black
2282936||7|902 899 779 364 912 484 569|black
22837941||5|902 899 779 810 921|black
22893496||4|902 899 779 364|black
2289542||5|902 899 779 364 176|black
22901386||4|902 899 779 795|black
22902309||5|902 899 779 217 261|black
2290826||6|902 899 779 364 912 484|black
229534||5|902 899 779 364 176|black
230|209,210,211,215,217,225,234,238|4|902 899 779 217|black
23010761||5|902 899 779 364 912|black
23014163||4|902 899 779 364|black
23028480||9|902 899 779 217 210 249 323 125 337|black
2310408||6|902 899 779 810 921 943|black
2314||6|902 899 779 810 921 917|black
2316996||6|902 899 779 217 219 286|black
23269174||3|902 899 779|black
233|211,217,220,222,298,302,305,874,895|4|902 899 779 217|black
23304708||9|902 899 779 217 210 249 323 125 466|black
23359||9|902 899 779 217 210 249 323 125 937|black
233719||9|902 899 779 217 210 249 323 125 466|black
234||4|902 899 779 217|black
2344031||10|902 899 779 217 210 249 323 125 466 945|gray
2348171||5|902 899 779 364 176|black
23486920||4|902 899 779 364|black
23506||4|902 899 779 810|black
235357||6|902 899 779 217 219 286|black
2358||4|902 899 779 780|black
236|114,411|9999||white
236487||9|902 899 779 217 210 249 323 125 466|black
236563||6|902 899 779 217 261 881|black
237|217,220,234,15832|4|902 899 779 217|black
2370014||7|902 899 779 810 921 917 897|black
23727||8|902 899 779 217 210 249 323 325|black
237446||6|902 899 779 217 219 286|black
237489||6|902 899 779 217 210 249|black
2376||3|902 899 779|black
2379737||6|902 899 779 217 210 249|black
238|209,210,211,217,228,230,234|4|902 899 779 217|black
238390||6|902 899 779 217 219 286|black
2387423||6|902 899 779 217 261 881|black
2389||4|902 899 779 780|black
2389037||6|902 899 779 217 170 202|black
239|209,210,242,243,244,246,247,253,467,85995,297079,589996,600343,669532,684143,709519,1334765,2209674,3678297|5|902 899 779 217 209|black
2390315||6|902 899 779 217 245 494|black
23921615||8|902 899 779 217 170 349 113 112|black
2393431||5|902 899 779 364 176|black
23960761||10|902 899 779 217 210 249 323 125 466 180|gray
240161||6|902 899 779 217 219 286|black
2404190||5|902 899 779 364 176|black
24137||9|902 899 779 217 210 249 323 125 937|black
241826||6|902 899 779 217 245 494|black
242||6|902 899 779 217 209 239|black
2424||4|902 899 779 810|black
24245||8|902 899 779 217 210 249 323 320|black
2425437||7|902 899 779 217 170 349 113|black
2428595||6|902 899 779 217 245 275|black
2429||9|902 899 779 217 210 249 323 125 937|black
243||6|902 899 779 217 209 239|black
2431131||6|902 899 779 364 176 371|black
2432642||10|902 899 779 217 210 249 323 125 466 945|gray
2433982||6|902 899 779 217 170 173|black
2438288||4|902 899 779 810|black
244|239,204824,500967,1077286,19100817|6|902 899 779 217 209 239|black
244668||6|902 899 779 217 219 286|black
245|211,217,219,220,254,255,256,257,259,260,261,262,273,275,287,415,494,505,531,618,713,968,3431,345205,427690,465862,466166,477206,497326,501933,539588,539900,568255,582798,594078,599230,624082,679295,727447,783751,846815,1042562,1168646,1335862,1416551,1786599,2672524,4987346,11814302,17359655,21736787,35236667,37251288,37258287,38350058,54035556,55599757|4|902 899 779 217|black
24515942||6|902 899 779 217 298 363|black
245272||6|902 899 779 810 921 924|black
24568127||4|902 899 779 364|black
246||6|902 899 779 217 209 239|black
2461568||5|902 899 779 217 219|black
246262||5|902 899 779 217 210|black
2466059||7|902 899 779 217 170 349 297|black
247||6|902 899 779 217 209 239|black
2470238||5|902 899 779 364 176|black
24706677||6|902 899 779 217 170 168|black
248|101,21550,21783,22591,23913,1029242,1112207,1433275,1646609,2334076,3358538,23576635|9999||white
2483||4|902 899 779 780|black
2484499||5|902 899 779 364 176|black
248505||6|902 899 779 217 261 881|black
2487470||6|902 899 779 364 176 371|black
24897931||10|902 899 779 217 210 249 323 125 339 358|gray
249|165,210,271,289,323,341,349,27927,29960,31811,45126,57332,77607,88390,145150,190608,237489,246262,249720,279772,311148,399368,403524,412439,667032,1062010,1359396,1428026,1438728,1738373,1743944,2379737,3403231,3830803,4249526,4636087,6043089,7780929|5|902 899 779 217 210|black
2495||4|902 899 779 780|black
249720||6|902 899 779 217 210 249|black
250|129,19866,1653292|9999||white
25001||9|902 899 779 217 210 249 323 125 937|black
2502||6|902 899 779 364 912 484|black
2503784||6|902 899 779 810 921 917|black
2504489||6|902 899 779 217 298 363|black
2507477||4|902 899 779 364|black
251086||6|902 899 779 217 245 505|black
2518168||5|902 899 779 364 176|black
2520792||9|902 899 779 217 210 249 323 125 937|black
2524||9|902 899 779 217 210 249 323 125 466|black
252514||4|902 899 779 810|black
2526||9|902 899 779 217 210 249 323 320 328|black
2527167||6|902 899 779 810 921 943|black
252921||5|902 899 779 217 219|black
253|239,1203356,1334765|6|902 899 779 217 209 239|black
2530422||6|902 899 779 217 170 202|black
254||5|902 899 779 217 245|black
25456231||8|902 899 779 217 210 249 323 325|black
2545757||10|902 899 779 217 210 249 323 125 330 424|gray
255|245,254,287,10301,42325,189678,414000,1026018,2747884,4881009|5|902 899 779 217 245|black
25521907||6|902 899 779 810 921 924|black
2559612||6|902 899 779 217 298 363|black
256||5|902 899 779 217 245|black
256852||4|902 899 779 364|black
257||5|902 899 779 217 245|black
257282||8|902 899 779 217 170 349 388 408|black
258||9999||white
25814||9|902 899 779 217 210 249 323 125 937|black
2586||9|902 899 779 217 210 249 323 125 937|black
258975||6|902 899 779 364 912 484|black
259||5|902 899 779 217 245|black
260||5|902 899 779 217 245|black
261|211,217,220,222,245,299,302,305,342,548,872,873,874,875,876,879,881,895,898,948,987,1002,1008,1018,200728,1211003,2129911,22683713,22902309,107549398|4|902 899 779 217|black
2610||4|902 899 779 780|black
2610668||10|902 899 779 217 210 249 323 125 466 945|gray
26129676||6|902 899 779 217 219 286|black
2613081||9|902 899 779 217 210 249 323 125 337|black
262|245,287,539900,679295|5|902 899 779 217 245|black
26367634||7|902 899 779 364 912 484 542|black
2642843||8|902 899 779 217 210 249 323 320|black
2643869||4|902 899 779 795|black
264387||4|902 899 779 302|black
2643876||7|902 899 779 217 170 691 866|black
264733||6|902 899 779 217 298 363|black
2650421||6|902 899 779 217 219 286|black
265537||9|902 899 779 217 210 249 323 320 328|black
266||9999||white
266887||6|902 899 779 217 245 494|black
267078||6|902 899 779 364 176 371|black
2672286||9|902 899 779 217 210 249 323 125 937|black
2672524||5|902 899 779 217 245|black
2677727||5|902 899 779 217 215|black
2699557||6|902 899 779 217 261 881|black
26999667||6|902 899 779 217 170 173|black
270|293,42606,47029,69886,162687,253078,253529,280562,282996,306135,319718,377978,383625,400867,526870,574723,580515,583701,600235,616496,624986,632116,699442,703586,720511,753926,776046,845922,886609,1071847,1093851,1138774,1403954,1408959,1577768,1577777,1770668,1849391,1896965,1926243,1967265,2638404,3465143,3600873,3800145,3997612,4000715,4030848,4078015,4114475,4287845,4537897,4660446,4921864,5098067,5369168,8168020,14997370|9999||white
270499||4|902 899 779 795|black
27072129||6|902 899 779 217 170 168|black
270909||6|902 899 779 217 219 286|black
271||6|902 899 779 217 170 349|black
2712||6|902 899 779 217 170 691|black
2715||3|902 899 779|black
271579||6|902 899 779 217 245 494|black
27164692||7|902 899 779 810 921 917 897|black
2719003||6|902 899 779 364 176 371|black
273|245,275,283,294,462,505,477206,550941,568255,670611,1168646,1367068,2120585|5|902 899 779 217 245|black
2747884||6|902 899 779 217 245 255|black
275|245,273,505,531,533,477206,640330,1631920,2428595|5|902 899 779 217 245|black
275834||10|902 899 779 217 210 249 323 125 466 180|gray
27630539||6|902 899 779 217 298 363|black
2769393||4|902 899 779 810|black
277||9999||white
278|129,284,307,564,565,566,667,2460296|9999||white
27861296||6|902 899 779 217 219 286|black
27927||6|902 899 779 217 210 249|black
279501||7|902 899 779 217 298 363 445|black
279772||6|902 899 779 217 210 249|black
2799290||6|902 899 779 217 170 806|black
2801851||6|902 899 779 217 170 202|black
281|129,808,247060|9999||white
2812||4|902 899 779 364|black
2820427||10|902 899 779 217 210 249 323 125 466 945|gray
283||6|902 899 779 217 245 273|black
284276||5|902 899 779 302 311|black
284594||6|902 899 779 217 219 286|black
2846978||7|902 899 779 810 921 917 897|black
285327||7|902 899 779 810 921 917 897|black
286|219,16409,45672,51044,80300,80960,80988,81194,122279,140416,192112,209758,211285,235357,237446,238390,240161,244668,270909,284594,293002,300533,338113,347533,347889,350532,352524,352939,355473,357766,359437,362760,363044,363134,365093,372046,377318,377498,381603,383152,384649,386128,391176,392330,392734,393222,402699,405998,408457,408638,408767,424560,428313,429127,431373,436923,439352,440200,447383,463106,477867,492265,512180,512572,516927,536204,539695,555085,567894,572355,580775,581583,630603,654003,694122,741652,790706,1010410,1035566,1131275,1186161,1193846,1284434,1288244,1497421,1690388,1737823,1846469,1981919,2316996,2650421,2891221,3785454,4527681,5748893,10281543,12262519,20336138,21647025,26129676,27861296|5|902 899 779 217 219|black
286115||9|902 899 779 217 210 249 323 320 328|black
286141||7|902 899 779 810 921 917 897|black
2865||4|902 899 779 780|black
28654441||7|902 899 779 364 912 484 569|black
2867440||4|902 899 779 364|black
2868609||4|902 899 779 364|black
287||5|902 899 779 217 245|black
28755810||8|902 899 779 217 210 249 323 325|black
288||4|902 899 779 217|black
288082||7|902 899 779 364 912 484 542|black
289|249,271,297,27927,77607|6|902 899 779 217 210 249|black
2891221||6|902 899 779 217 219 286|black
2897128||9|902 899 779 217 210 249 323 125 330|black
28979965||4|902 899 779 364|black
292||9999||white
2927||5|902 899 779 810 921|black
29283||9|902 899 779 217 210 249 323 125 937|black
293|266,270,42606,43735,47029,68023,69886,76918,253078,253529,282996,306135,319718,400867,495808,574723,616496,694113,703586,776046,795852,825627,873850,879429,1093851,1154677,1157484,1176628,1417920,1474936,1577768,1577777,1849391,1896965,1926243,1967265,2052216,2062504,3279192,3800145,3885359,3970449,4000715,4030848,4078015,4082725,4287845,4419175,4537897,4660446,5098067,5301197,5369168,8520171|9999||white
293002||6|902 899 779 217 219 286|black
293164||6|902 899 779 217 261 881|black
29322554||6|902 899 779 364 912 484|black
2939226||4|902 899 779 364|black
294||6|902 899 779 217 245 273|black
294346||6|902 899 779 364 176 371|black
29456287||7|902 899 779 364 912 484 569|black
2946276||6|902 899 779 217 245 494|black
2946602||7|902 899 779 364 912 484 542|black
294730||9|902 899 779 217 210 249 323 125 466|black
295||5|902 899 779 217 210|black
296||9999||white
296500||9|902 899 779 217 210 249 323 125 937|black
297|271,289,349,27927,131348,189533,191742,192063,246262,322885,2466059|6|902 899 779 217 170 349|black
297079||6|902 899 779 217 209 239|black
298|170,217,222,233,299,334,342,363,413,444,663334,938247|4|902 899 779 217|black
2980565||7|902 899 779 364 912 484 569|black
2983215||5|902 899 779 217 334|black
2984532||6|902 899 779 217 245 494|black
2984693||7|902 899 779 217 170 349 354|black
299|217,222,261,288,298,334,548,779|3|902 899 779|black
2992790||7|902 899 779 810 921 917 897|black
2995||9|902 899 779 217 210 249 323 125 466|black
29960||6|902 899 779 217 210 249|black
2996784||4|902 899 779 364|black
300533||6|902 899 779 217 219 286|black
3012799||4|902 899 779 217|black
30130007||6|902 899 779 217 298 363|black
3015404||8|902 899 779 217 170 349 388 408|black
302|217,222,233,261,310,311,342,779,987,264387|3|902 899 779|black
3029289||9|902 899 779 217 210 249 323 125 466|black
303235||7|902 899 779 810 921 917 897|black
30326270||4|902 899 779 364|black
304||9999||white
305|217,233,261,316,317,376,379,458|4|902 899 779 217|black
306||9999||white
3067908||8|902 899 779 217 210 249 323 325|black
306947||10|902 899 779 217 210 249 323 125 330 331|gray
307|117,129,278,284,8636,160449,469189,631133,774807,791373,1114884,1143542,2101531,2865081,5856855,11679029,46228489|9999||white
307766||4|902 899 779 810|black
30831||5|902 899 779 217 210|black
3087779||4|902 899 779 364|black
309|208,312,513|9999||white
3094||9|902 899 779 217 210 249 323 125 466|black
309831||4|902 899 779 364|black
310|217,302,311,314,315,264387|4|902 899 779 217|black
310664||7|902 899 779 810 921 917 897|black
311|302,310,479,284276,8037987|4|902 899 779 302|black
311148||6|902 899 779 217 210 249|black
311468||4|902 899 779 364|black
311794||6|902 899 779 810 921 943|black
312|208,309,707|9999||white
312021||6|902 899 779 810 921 943|black
3126856||6|902 899 779 364 176 371|black
3132678||4|902 899 779 810|black
314||5|902 899 779 217 310|black
314548||7|902 899 779 810 921 917 897|black
315||5|902 899 779 217 310|black
315650||6|902 899 779 810 921 943|black
315675||6|902 899 779 364 176 371|black
316|305,317,458|5|902 899 779 217 305|black
316133||5|902 899 779 217 219|black
316860||10|902 899 779 217 210 249 323 125 937 697|gray
317|305,316,318|5|902 899 779 217 305|black
3171315||7|902 899 779 810 921 917 952|black
318||6|902 899 779 217 305 317|black
31811||6|902 899 779 217 210 249|black
3182670||6|902 899 779 810 921 943|black
319||6|902 899 779 364 176 371|black
3194904||6|902 899 779 217 170 202|black
320|125,322,323,325,328,335,372,453,8490,17853,18945,24245,93265,119724,335301,451745,659030,727414,1053750,1743944,1839939,1931063,2642843,3551335,4754818|7|902 899 779 217 210 249 323|black
321|125,325,8490,382300,386945,844782,1081969|8|902 899 779 217 210 249 323 125|black
321400||5|902 899 779 364 176|black
322|320,600936,1733532,3843258,5429266|8|902 899 779 217 210 249 323 320|black
322885||7|902 899 779 217 170 349 297|black
323|125,167,249,320,325,1754,17853,38059,335301,1053750,1738373,1743944,3433513,63966375,67126980|6|902 899 779 217 210 249|black
323184||6|902 899 779 217 170 202|black
325|125,320,321,323,328,335,348,429,437,466,937,1246,1443,1742,1754,1892,1938,4791,8490,17797,17853,21359,21721,23727,38883,43943,52769,66010,105925,118946,139719,152358,160466,176490,188418,344547,418859,558994,824974,844811,877619,969816,979352,1040383,1844635,2153990,2223052,2642843,3067908,3551335,3630878,3726871,4308016,4357728,4512167,4801920,11638059,25456231,28755810|7|902 899 779 217 210 249 323|black
326|125,1942682|8|902 899 779 217 210 249 323 125|black
3265626||5|902 899 779 364 441|black
327|125,462979,1081659,6358219|8|902 899 779 217 210 249 323 125|black
32751||10|902 899 779 217 210 249 323 125 466 945|gray
328|320,325,2526,17853,18163,64013,265537,286115,423196,473452,928000,971648,973208,1036748,1047326,1278005,4176533,4884208,6995573|8|902 899 779 217 210 249 323 320|black
3280511||9|902 899 779 217 210 249 323 320 453|black
32850507||5|902 899 779 217 215|black
329|101,332,345,347,348,365,367,369,381,443,421633,422651,543309,1018457,1457332,5452896|9|902 899 779 217 210 249 323 325 348|black
3297306||6|902 899 779 217 170 202|black
329963||4|902 899 779 222|black
330|101,125,331,377,424,430,452,519,8490,9136,60720,219824,629485,2897128,4681822,6074250|8|902 899 779 217 210 249 323 125|black
330722||6|902 899 779 217 170 168|black
331|330,430,52162,60720,75256,190470,219824,306947,1529145,1918100,11763216,16313716|9|902 899 779 217 210 249 323 125 330|black
331350||6|902 899 779 217 298 363|black
331665||7|902 899 779 217 210 249 165|black
332|329,348,369,421633,1457332|9|902 899 779 217 210 249 323 325 348|black
333101||7|902 899 779 364 912 484 569|black
333453||6|902 899 779 217 170 202|black
333551||5|902 899 779 364 441|black
334|217,222,298,299,363,516,527,620,702249,1127354,1678616,1858218,2120140,2983215|4|902 899 779 217|black
335||8|902 899 779 217 210 249 323 125|black
335301||7|902 899 779 217 210 249 323|black
335386||8|902 899 779 217 210 249 323 125|black
336208||10|902 899 779 217 210 249 323 125 466 945|gray
336509||6|902 899 779 217 298 363|black
337|125,339,104598,147947,217342,659009,666389,714105,729494,856719,857198,857773,859336,860855,871527,886884,896082,927363,947412,953146,964039,972095,995372,1000896,1040823,1638359,2613081,3597361,4602843,6278914,7661377,23028480|8|902 899 779 217 210 249 323 125|black
3371279||6|902 899 779 217 261 881|black
3375665||9|902 899 779 217 210 249 323 125 937|black
337659||7|902 899 779 810 921 917 897|black
33773||6|902 899 779 217 170 349|black
3377343||7|902 899 779 364 912 484 569|black
338113||6|902 899 779 217 219 286|black
3385997||7|902 899 779 810 921 917 952|black
339|125,337,357,358,361,362,366,463,1281750,5750049|8|902 899 779 217 210 249 323 125|black
33935618||10|902 899 779 217 210 249 323 125 466 180|gray
339474||6|902 899 779 217 170 349|black
340|101,169,383,448,1613,2429,21721,23727,33884,38642,41432,61528,72562,74716,128018,164244,168899,189396,259803,309831,316860,335179,342088,570746,617817,697352,814098,871265,871607,872187,877734,1080563,1132478,1300029,1399606,1464363,1547617,1678489,1943881,2075555,2144569,2169490,2177476,2226100,2238419,2290802,2302273,2352067,2446341,2539663,2630176,8204573,8815406|9999||white
3403231||6|902 899 779 217 210 249|black
3404099||10|902 899 779 217 210 249 323 125 330 424|gray
341||5|902 899 779 217 170|black
342|211,217,220,222,261,298,302,343,344,346,455,548,555,779,874,980,1000656|3|902 899 779|black
3421193||6|902 899 779 810 921 917|black
342931||5|902 899 779 364 176|black
343||4|902 899 779 342|black
3431||5|902 899 779 217 245|black
3431100||6|902 899 779 364 912 484|black
3433513||7|902 899 779 217 210 249 323|black
344||4|902 899 779 342|black
344547||8|902 899 779 217 210 249 323 325|black
344822||6|902 899 779 217 298 363|black
345|329,2891,3614|10|902 899 779 217 210 249 323 325 348 329|gray
345205||5|902 899 779 217 245|black
345713||7|902 899 779 810 921 917 897|black
346|217,342|4|902 899 779 217|black
347|329,348,380|9|902 899 779 217 210 249 323 325 348|black
347218||9|902 899 779 217 210 249 323 125 466|black
34724416||6|902 899 779 217 261 881|black
347533||6|902 899 779 217 219 286|black
347889||6|902 899 779 217 219 286|black
348|325,329,332,347,387074,418859,558994,3906118,4512167,6229197|8|902 899 779 217 210 249 323 325|black
348271||5|902 899 779 364 441|black
348383||4|902 899 779 364|black
349|101,113,168,170,191,209,210,249,271,297,341,351,354,388,1443,5008,5463,7731,8946,17904,33773,47146,53689,77607,92091,185156,227199,246262,339474,367552,372197,399368,403524,550914,593459,757026|5|902 899 779 217 170|black
3495016||4|902 899 779 364|black
3497746||10|902 899 779 217 210 249 323 125 339 358|gray
35049||9|902 899 779 217 210 249 323 125 466|black
350532||6|902 899 779 217 219 286|black
351||6|902 899 779 217 170 349|black
351253||8|902 899 779 217 210 249 323 125|black
352||9999||white
35214491||5|902 899 779 217 879|black
35226||5|902 899 779 364 176|black
35236667||5|902 899 779 217 245|black
3524700||9|902 899 779 217 210 249 323 125 466|black
3524930||10|902 899 779 217 210 249 323 125 330 377|gray
352524||6|902 899 779 217 219 286|black
352939||6|902 899 779 217 219 286|black
353156||9|902 899 779 217 210 249 323 125 937|black
3533320||6|902 899 779 217 298 363|black
354|349,2984693,6103278,22761139|6|902 899 779 217 170 349|black
355|101,1851,85084,93265,101939,105666,135167,143527,145102,152167,163070,189881,257090,277993,288439,295108,345647,426585,531291,594760,596978,685701,706490,827039,907704,1039057,1096125,1179988,1322699,1370221,1465612,1551448,2055586,2432751,15433284,20055404,25120920,26656698|9999||white
3551335||8|902 899 779 217 210 249 323 320|black
355343||6|902 899 779 217 245 505|black
355473||6|902 899 779 217 219 286|black
355557||5|902 899 779 364 176|black
355587||5|902 899 779 364 176|black
3556831||5|902 899 779 364 441|black
35587307||7|902 899 779 217 298 363 973|black
356||9999||white
356444||6|902 899 779 364 912 484|black
357||9|902 899 779 217 210 249 323 125 339|black
357766||6|902 899 779 217 219 286|black
358|339,573984,3497746,3629724,6119276,22764078,24897931|9|902 899 779 217 210 249 323 125 339|black
359|101,703,881693,1003627|9999||white
359160||6|902 899 779 217 298 363|black
359437||6|902 899 779 217 219 286|black
3597361||9|902 899 779 217 210 249 323 125 337|black
3603155||5|902 899 779 810 921|black
361||9|902 899 779 217 210 249 323 125 339|black
361345||6|902 899 779 217 261 881|black
362||9|902 899 779 217 210 249 323 125 339|black
3620||5|902 899 779 810 921|black
362534||4|902 899 779 364|black
362760||6|902 899 779 217 219 286|black
3629724||10|902 899 779 217 210 249 323 125 339 358|gray
363|298,334,341,444,445,881,973,16346,42604,200728,214058,222845,227257,264733,331350,336509,344822,359160,387918,428386,444060,447474,451142,461076,538714,556131,566963,638926,652647,665060,689934,726568,731746,741252,744141,759926,773482,786196,807688,896075,945200,958797,1001174,1046723,1051883,1112021,1113762,1155506,1206625,1211003,1348014,1656697,1679186,1976390,2504489,2559612,3533320,3670481,4471432,5385476,6196733,7943675,9152205,13995865,22583409,24515942,27630539,30130007,48617963,62700409|5|902 899 779 217 298|black
363044||6|902 899 779 217 219 286|black
3630878||8|902 899 779 217 210 249 323 325|black
363134||6|902 899 779 217 219 286|black
3633819||8|902 899 779 217 170 349 388 408|black
364|101,167,176,441,779,912,1007,1061,2812,12034,49966,66644,119271,174960,186303,193488,193573,196256,256852,309831,311468,348383,362534,365424,377259,393287,398120,398611,400478,433944,435376,442205,445116,449317,502943,514012,525933,528695,530310,547876,579368,603975,736412,743712,775194,838565,843928,905458,963059,1033050,1040161,1171712,1285753,1361168,1406915,1428226,1458181,1637857,1659962,1696480,1829658,1976615,2005929,2022236,2040453,2507477,2867440,2868609,2939226,2996784,3087779,3495016,3858709,4123467,4754823,5049091,5829473,6818009,7692977,7827083,8790025,9364737,9387936,11196484,13583546,15193335,16028579,16114100,17667473,22893496,23014163,23486920,24568127,28979965,30326270,37546783,44262144,44995676,45149524,52723774|3|902 899 779|black
3640534||4|902 899 779 810|black
365|101,329,373,437,8490,12084|10|902 899 779 217 210 249 323 325 348 329|gray
365093||6|902 899 779 217 219 286|black
365424||4|902 899 779 364|black
365837||5|902 899 779 364 441|black
366||9|902 899 779 217 210 249 323 125 339|black
3664577||7|902 899 779 217 210 249 165|black
366504||7|902 899 779 217 170 691 850|black
367||10|902 899 779 217 210 249 323 325 348 329|gray
3670481||6|902 899 779 217 298 363|black
367552||6|902 899 779 217 170 349|black
3678297||6|902 899 779 217 209 239|black
368||9999||white
369|329,332|10|902 899 779 217 210 249 323 325 348 329|gray
3694838||5|902 899 779 217 219|black
370442||7|902 899 779 810 921 917 897|black
3706030||6|902 899 779 810 921 924|black
