102,101,1
102,181,1
107,134,1
107,166,2
107,172,2
112,113,1
112,114,4
112,125,5
112,165,4
112,167,5
112,168,3
112,170,3
112,173,4
112,175,4
112,176,7
112,180,7
112,187,4
112,188,6
112,191,3
112,202,4
112,204,4
112,209,3
112,210,3
112,211,4
112,215,4
112,216,4
112,217,4
112,219,5
112,220,5
112,222,4
112,223,5
112,225,5
112,228,4
112,230,4
112,233,5
112,234,4
112,237,5
112,238,4
112,239,4
112,242,5
112,243,5
112,244,5
112,245,5
112,246,5
112,247,5
112,249,3
113,112,1
113,114,3
113,125,4
113,165,3
113,167,4
113,168,2
113,170,2
113,173,3
113,175,3
113,176,6
113,180,6
113,187,3
113,188,5
113,191,2
113,202,3
113,204,3
113,209,2
113,210,2
113,211,3
113,215,3
113,216,3
113,217,3
113,219,4
113,220,4
113,222,3
113,223,4
113,225,4
113,228,3
113,230,3
113,233,4
113,234,3
113,237,4
113,238,3
113,239,3
113,242,4
113,243,4
113,244,4
113,245,4
113,246,4
113,247,4
113,249,2
116,140,1
117,129,2
117,136,3
117,191,8
125,112,5
125,113,4
125,114,4
125,165,3
125,167,2
125,168,4
125,170,4
125,173,5
125,175,4
125,176,7
125,180,2
125,187,5
125,188,7
125,191,4
125,202,5
125,204,4
125,209,4
125,210,3
125,211,4
125,215,4
125,216,4
125,217,4
125,219,5
125,220,5
125,222,5
125,223,5
125,225,5
125,228,4
125,230,4
125,233,5
125,234,4
125,237,5
125,238,4
125,239,4
125,242,5
125,243,5
125,244,5
125,245,5
125,246,5
125,247,5
125,249,2
129,117,2
129,136,1
129,191,7
134,107,1
134,166,1
134,172,1
136,117,3
136,129,1
136,191,8
146,147,1
146,149,1
146,151,1
146,163,1
147,146,1
147,149,1
147,151,1
147,163,1
149,146,1
149,147,1
149,151,2
149,163,1
161,151,1
163,146,1
163,147,1
163,149,1
163,151,2
165,112,4
165,113,3
165,114,3
165,125,3
165,167,3
165,168,3
165,170,3
165,173,4
165,175,3
165,176,6
165,180,5
165,187,4
165,188,6
165,191,3
165,202,4
165,204,3
165,209,3
165,210,2
165,211,3
165,215,3
165,216,3
165,217,3
165,219,4
165,220,4
165,222,4
165,223,4
165,225,4
165,228,3
165,230,3
165,233,4
165,234,3
165,237,4
165,238,3
165,239,3
165,242,4
165,243,4
165,244,4
165,245,4
165,246,4
165,247,4
165,249,1
166,107,2
166,134,1
166,172,2
168,112,3
168,113,2
168,114,1
168,125,4
168,165,3
168,167,4
168,170,1
168,173,2
168,175,1
168,176,5
168,180,6
168,187,1
168,188,4
168,191,2
168,202,2
168,204,1
168,209,1
168,210,1
168,211,2
168,215,2
168,216,2
168,217,2
168,219,3
168,220,3
168,222,2
168,223,3
168,225,3
168,228,2
168,230,2
168,233,3
168,234,2
168,237,3
168,238,2
168,239,2
168,242,3
168,243,3
168,244,3
168,245,3
168,246,3
168,247,3
168,249,2
169,191,3
170,112,3
170,113,2
170,114,2
170,125,4
170,165,3
170,167,4
170,168,1
170,173,1
170,175,1
170,176,4
170,180,6
170,187,1
170,188,3
170,191,2
170,202,1
170,204,1
170,209,1
170,210,1
170,211,2
170,215,2
170,216,2
170,217,1
170,219,2
170,220,2
170,222,1
170,223,3
170,225,2
170,228,2
170,230,2
170,233,2
170,234,2
170,237,2
170,238,2
170,239,2
170,242,3
170,243,3
170,244,3
170,245,2
170,246,3
170,247,3
170,249,2
172,107,2
172,134,1
172,166,2
173,112,4
173,113,3
173,114,3
173,125,5
173,165,4
173,167,5
173,168,2
173,170,1
173,175,2
173,176,5
173,180,7
173,187,2
173,188,4
173,191,3
173,202,2
173,204,2
173,209,2
173,210,2
173,211,3
173,215,3
173,216,3
173,217,2
173,219,3
173,220,3
173,222,2
173,223,4
173,225,3
173,228,3
173,230,3
173,233,3
173,234,3
173,237,3
173,238,3
173,239,3
173,242,4
173,243,4
173,244,4
173,245,3
173,246,4
173,247,4
173,249,3
176,112,7
176,113,6
176,114,5
176,125,7
176,165,6
176,167,1
176,168,5
176,170,4
176,173,5
176,175,5
176,180,9
176,187,5
176,188,7
176,191,4
176,202,5
176,204,5
176,209,4
176,210,4
176,211,4
176,215,4
176,216,5
176,217,3
176,219,4
176,220,3
176,222,3
176,223,5
176,225,4
176,228,4
176,230,4
176,233,4
176,234,4
176,237,4
176,238,4
176,239,5
176,242,6
176,243,6
176,244,6
176,245,4
176,246,6
176,247,6
176,249,5
180,112,7
180,113,6
180,114,6
180,125,2
180,165,5
180,167,4
180,168,6
180,170,6
180,173,7
180,175,6
180,176,9
180,187,7
180,188,9
180,191,6
180,202,7
180,204,6
180,209,6
180,210,5
180,211,6
180,215,6
180,216,6
180,217,6
180,219,7
180,220,7
180,222,7
180,223,7
180,225,7
180,228,6
180,230,6
180,233,7
180,234,6
180,237,7
180,238,6
180,239,6
180,242,7
180,243,7
180,244,7
180,245,7
180,246,7
180,247,7
180,249,4
181,102,1
183,114,1
183,175,2
183,185,1
183,192,2
183,194,2
185,114,1
185,175,1
185,183,1
185,192,1
185,194,1
188,112,6
188,113,5
188,114,5
188,125,7
188,165,6
188,167,7
188,168,4
188,170,3
188,173,4
188,175,3
188,176,7
188,180,9
188,187,1
188,191,5
188,202,4
188,204,4
188,209,4
188,210,4
188,211,5
188,215,5
188,216,5
188,217,4
188,219,5
188,220,5
188,222,4
188,223,6
188,225,5
188,228,5
188,230,5
188,233,5
188,234,5
188,237,5
188,238,5
188,239,5
188,242,6
188,243,6
188,244,6
188,245,5
188,246,6
188,247,6
188,249,5
190,187,1
193,192,1
196,191,1
197,191,1
202,112,4
202,113,3
202,114,3
202,125,5
202,165,4
202,167,5
202,168,2
202,170,1
202,173,2
202,175,2
202,176,5
202,180,7
202,187,2
202,188,4
202,191,3
202,204,2
202,209,2
202,210,2
202,211,3
202,215,3
202,216,3
202,217,2
202,219,3
202,220,3
202,222,2
202,223,4
202,225,3
202,228,3
202,230,3
202,233,3
202,234,3
202,237,3
202,238,3
202,239,3
202,242,4
202,243,4
202,244,4
202,245,3
202,246,4
202,247,4
202,249,3
205,218,1
209,112,3
209,113,2
209,114,1
209,125,4
209,165,3
209,167,4
209,168,1
209,170,1
209,173,2
209,175,1
209,176,4
209,180,6
209,187,2
209,188,4
209,191,2
209,202,2
209,204,1
209,210,1
209,211,1
209,215,1
209,216,1
209,217,1
209,219,2
209,220,2
209,222,2
209,223,2
209,225,2
209,228,1
209,230,1
209,233,2
209,234,1
209,237,2
209,238,1
209,239,1
209,242,2
209,243,2
209,244,2
209,245,2
209,246,2
209,247,2
209,249,2
210,112,3
210,113,2
210,114,1
210,125,3
210,165,2
210,167,3
210,168,1
210,170,1
210,173,2
210,175,1
210,176,4
210,180,5
210,187,2
210,188,4
210,191,2
210,202,2
210,204,1
210,209,1
210,211,1
210,215,1
210,216,1
210,217,1
210,219,2
210,220,2
210,222,2
210,223,2
210,225,2
210,228,1
210,230,1
210,233,2
210,234,1
210,237,2
210,238,1
210,239,1
210,242,2
210,243,2
210,244,2
210,245,2
210,246,2
210,247,2
210,249,1
211,112,4
211,113,3
211,114,2
211,125,4
211,165,3
211,167,4
211,168,2
211,170,2
211,173,3
211,175,2
211,176,4
211,180,6
211,187,3
211,188,5
211,191,3
211,202,3
211,204,2
211,209,1
211,210,1
211,215,1
211,216,2
211,217,1
211,219,1
211,220,1
211,222,2
211,223,2
211,225,1
211,228,1
211,230,1
211,233,1
211,234,1
211,237,2
211,238,1
211,239,2
211,242,3
211,243,3
211,244,3
211,245,1
211,246,3
211,247,3
211,249,2
215,112,4
215,113,3
215,114,2
215,125,4
215,165,3
215,167,4
215,168,2
215,170,2
215,173,3
215,175,2
215,176,4
215,180,6
215,187,3
215,188,5
215,191,3
215,202,3
215,204,2
215,209,1
215,210,1
215,211,1
215,216,2
215,217,1
215,219,2
215,220,2
215,222,2
215,223,1
215,225,2
215,228,2
215,230,1
215,233,2
215,234,2
215,237,2
215,238,2
215,239,2
215,242,3
215,243,3
215,244,3
215,245,2
215,246,3
215,247,3
215,249,2
216,112,4
216,113,3
216,114,2
216,125,4
216,165,3
216,167,4
216,168,2
216,170,2
216,173,3
216,175,2
216,176,5
216,180,6
216,187,3
216,188,5
216,191,3
216,202,3
216,204,2
216,209,1
216,210,1
216,211,2
216,215,2
216,217,2
216,219,3
216,220,3
216,222,3
216,223,3
216,225,3
216,228,2
216,230,2
216,233,3
216,234,2
216,237,3
216,238,2
216,239,2
216,242,3
216,243,3
216,244,3
216,245,3
216,246,3
216,247,3
216,249,2
217,112,4
217,113,3
217,114,2
217,125,4
217,165,3
217,167,3
217,168,2
217,170,1
217,173,2
217,175,2
217,176,3
217,180,6
217,187,2
217,188,4
217,191,3
217,202,2
217,204,2
217,209,1
217,210,1
217,211,1
217,215,1
217,216,2
217,219,1
217,220,1
217,222,1
217,223,2
217,225,1
217,228,1
217,230,1
217,233,1
217,234,1
217,237,1
217,238,1
217,239,2
217,242,3
217,243,3
217,244,3
217,245,1
217,246,3
217,247,3
217,249,2
218,205,1
219,112,5
219,113,4
219,114,3
219,125,5
219,165,4
219,167,4
219,168,3
219,170,2
219,173,3
219,175,3
219,176,4
219,180,7
219,187,3
219,188,5
219,191,4
219,202,3
219,204,3
219,209,2
219,210,2
219,211,1
219,215,2
219,216,3
219,217,1
219,220,1
219,222,2
219,223,3
219,225,2
219,228,2
219,230,2
219,233,2
219,234,1
219,237,2
219,238,2
219,239,3
219,242,4
219,243,4
219,244,4
219,245,1
219,246,4
219,247,4
219,249,3
220,112,5
220,113,4
220,114,3
220,125,5
220,165,4
220,167,3
220,168,3
220,170,2
220,173,3
220,175,3
220,176,3
220,180,7
220,187,3
220,188,5
220,191,4
220,202,3
220,204,3
220,209,2
220,210,2
220,211,1
220,215,2
220,216,3
220,217,1
220,219,1
220,222,1
220,223,3
220,225,1
220,228,2
220,230,2
220,233,1
220,234,1
220,237,1
220,238,2
220,239,3
220,242,4
220,243,4
220,244,4
220,245,1
220,246,4
220,247,4
220,249,3
222,112,4
222,113,3
222,114,3
222,125,5
222,165,4
222,167,3
222,168,2
222,170,1
222,173,2
222,175,2
222,176,3
222,180,7
222,187,2
222,188,4
222,191,3
222,202,2
222,204,2
222,209,2
222,210,2
222,211,2
222,215,2
222,216,3
222,217,1
222,219,2
222,220,1
222,223,3
222,225,2
222,228,2
222,230,2
222,233,1
222,234,2
222,237,2
222,238,2
222,239,3
222,242,4
222,243,4
222,244,4
222,245,2
222,246,4
222,247,4
222,249,3
223,112,5
223,113,4
223,114,3
223,125,5
223,165,4
223,167,5
223,168,3
223,170,3
223,173,4
223,175,3
223,176,5
223,180,7
223,187,4
223,188,6
223,191,4
223,202,4
223,204,3
223,209,2
223,210,2
223,211,2
223,215,1
223,216,3
223,217,2
223,219,3
223,220,3
223,222,3
223,225,3
223,228,3
223,230,2
223,233,3
223,234,3
223,237,3
223,238,3
223,239,3
223,242,4
223,243,4
223,244,4
223,245,3
223,246,4
223,247,4
223,249,3
225,112,5
225,113,4
225,114,3
225,125,5
225,165,4
225,167,4
225,168,3
225,170,2
225,173,3
225,175,3
225,176,4
225,180,7
225,187,3
225,188,5
225,191,4
225,202,3
225,204,3
225,209,2
225,210,2
225,211,1
225,215,2
225,216,3
225,217,1
225,219,2
